ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
7545,A,Flight,5,2,146,3,low,F,7,4524,1
10403,C,Road,3,5,166,3,high,F,5,5206,0
6720,F,Flight,4,3,178,3,medium,M,3,5669,0
3221,C,Ship,3,1,263,2,medium,M,9,4868,1
10184,F,Ship,5,3,233,5,medium,F,3,1398,0
9286,B,Ship,3,2,253,2,low,M,8,5608,0
5767,D,Flight,6,1,249,4,medium,M,2,1189,1
1812,F,Ship,3,5,187,2,medium,F,50,2598,1
5576,F,Ship,3,4,214,2,low,M,10,4794,0
8628,F,Flight,5,2,252,5,low,F,10,1568,0
6437,C,Flight,2,1,173,2,high,M,1,4135,1
1393,D,Ship,4,1,253,7,medium,M,37,2955,1
1838,F,Ship,4,5,217,4,medium,M,37,2128,1
10386,F,Road,5,5,272,2,low,F,4,5342,0
1062,F,Ship,4,2,199,3,low,M,64,2470,1
2443,D,Road,4,3,271,2,medium,M,22,2595,1
9326,F,Flight,4,1,271,4,medium,F,2,4133,1
8602,B,Ship,4,5,228,5,low,M,5,1373,1
10400,F,Road,4,2,189,10,medium,F,5,5470,0
8256,F,Ship,5,3,254,6,low,M,8,1932,0
2359,D,Ship,3,2,213,2,low,M,22,3248,1
8013,A,Ship,5,3,252,5,low,M,3,1474,0
7047,A,Ship,3,4,175,3,low,M,8,4274,1
9999,A,Flight,5,3,187,3,low,M,2,5967,0
826,B,Flight,4,5,160,3,low,M,33,1837,1
3235,D,Ship,5,3,169,2,low,M,8,5352,1
3318,F,Ship,5,3,141,3,low,M,9,4857,0
9655,D,Ship,6,3,304,4,low,M,5,1215,1
3585,A,Ship,5,5,244,2,low,M,10,5794,0
2409,A,Ship,2,4,136,6,medium,M,58,1479,1
7975,D,Ship,4,5,137,3,medium,M,1,4861,0
10586,F,Ship,4,4,160,5,low,M,6,4055,0
3185,C,Ship,4,3,159,5,low,M,4,4666,1
6608,F,Ship,3,5,250,2,low,F,9,1205,0
5651,C,Ship,5,1,156,2,low,M,10,5086,0
5188,B,Road,5,5,257,4,medium,M,10,5180,1
2644,B,Ship,4,4,196,3,low,F,11,3244,1
8638,B,Flight,5,1,266,5,medium,F,2,1798,0
8964,F,Ship,5,2,183,5,high,F,8,4820,0
6525,A,Ship,3,1,261,8,medium,F,9,5248,1
7086,F,Ship,6,1,260,3,medium,M,1,5134,0
5385,A,Ship,5,4,248,4,medium,F,5,4271,1
7332,F,Ship,4,2,162,4,medium,M,7,5294,0
567,A,Ship,3,1,163,4,low,F,20,1940,1
3077,C,Ship,3,3,149,2,medium,M,7,1145,1
8909,C,Flight,6,2,290,4,medium,M,1,1111,0
4912,B,Road,3,4,221,3,medium,F,1,5391,0
9359,C,Ship,6,1,309,4,medium,F,10,1904,1
10775,C,Ship,4,1,272,5,medium,F,1,1149,0
4792,B,Flight,5,5,232,3,low,F,3,5718,1
8768,F,Flight,4,4,209,6,low,F,7,4852,0
4281,A,Ship,4,5,135,3,medium,F,5,4515,0
6449,C,Flight,3,4,150,2,low,F,6,5987,0
211,D,Ship,2,1,127,3,low,F,15,1522,1
4097,C,Road,3,5,215,3,low,M,4,4828,1
8092,B,Flight,3,4,184,3,low,F,2,4875,0
9809,C,Ship,4,5,240,6,medium,F,9,5498,1
1566,F,Ship,4,4,210,3,medium,F,14,3666,1
7913,C,Ship,3,3,167,2,low,M,6,5101,0
3878,F,Ship,4,3,250,6,medium,M,7,5115,1
10805,C,Road,4,3,268,5,medium,M,7,1932,1
9628,B,Ship,5,5,236,5,low,M,3,1933,1
7099,D,Road,5,5,238,8,low,M,9,5186,0
935,C,Road,5,1,253,6,medium,M,12,2486,1
8026,B,Ship,7,3,286,4,low,F,5,1866,1
78,F,Ship,3,3,113,3,low,F,43,1518,1
2579,C,Road,3,4,150,2,medium,M,64,1777,1
571,D,Ship,2,2,236,3,medium,M,3,3416,1
4194,F,Ship,5,2,233,3,low,F,5,5756,1
8735,C,Ship,3,2,186,2,medium,M,3,5712,0
9411,A,Ship,4,4,258,5,low,M,7,1261,1
9846,F,Road,4,1,161,3,medium,M,3,4590,0
4434,F,Ship,4,5,163,3,high,M,4,5863,0
7405,D,Flight,4,1,228,5,low,F,6,1727,1
1616,F,Ship,4,5,198,2,medium,M,51,2820,1
9169,D,Road,4,3,260,5,low,F,8,1756,0
3442,B,Flight,3,2,242,5,medium,M,6,4694,0
2465,C,Flight,5,3,167,2,low,M,3,1140,1
3373,D,Ship,3,2,234,4,high,F,7,4568,1
356,F,Ship,5,1,266,3,low,F,31,3157,1
6874,B,Ship,5,2,240,6,medium,F,2,1852,1
1014,F,Ship,4,1,178,2,high,M,39,1362,1
5923,D,Ship,3,3,208,2,medium,F,5,5661,0
7454,F,Ship,6,5,305,4,low,F,6,1787,1
4568,F,Ship,4,2,262,4,low,M,2,5311,0
4667,C,Flight,3,5,202,3,low,M,2,5208,0
8076,F,Road,4,1,198,4,medium,F,9,5382,0
1738,B,Ship,4,1,144,2,high,M,35,1072,1
3686,F,Road,4,2,262,2,medium,M,3,4090,1
2,F,Flight,4,5,216,2,low,M,59,3088,1
4138,B,Ship,2,3,243,5,medium,M,5,4750,1
4601,C,Ship,3,5,256,3,low,M,7,4366,1
3956,F,Road,4,1,224,5,low,F,7,5738,0
10083,A,Ship,3,4,164,2,low,M,1,4067,1
1338,F,Ship,3,4,165,4,medium,F,7,1627,1
5722,B,Ship,6,3,309,4,low,M,5,1712,0
8928,F,Ship,5,3,163,3,medium,M,1,1836,0
10609,D,Ship,3,1,133,3,low,F,10,5640,0
10013,C,Flight,3,1,263,3,medium,M,4,4616,0
6583,D,Flight,7,2,279,4,medium,F,1,1480,0
6327,A,Ship,2,5,252,3,medium,M,7,5281,0
1505,C,Flight,5,2,206,6,medium,M,23,2016,1
6754,B,Ship,2,4,195,4,medium,M,3,5641,1
2990,F,Road,5,1,206,4,low,M,62,1137,1
4659,A,Flight,6,3,233,6,low,F,9,4814,0
6201,A,Ship,4,1,153,2,low,F,1,4027,0
10437,A,Ship,5,4,171,3,low,F,1,5011,0
448,B,Ship,3,4,194,3,medium,M,3,2169,1
1031,C,Ship,4,1,239,2,high,M,16,2504,1
5262,F,Ship,6,4,304,4,low,F,2,1749,0
4321,D,Ship,4,3,258,3,high,F,1,4653,0
2488,B,Ship,5,2,132,2,medium,M,8,1665,1
1373,C,Flight,4,5,150,2,low,F,30,1782,1
5669,C,Ship,3,2,225,3,low,M,3,5529,0
9866,F,Flight,6,4,155,5,medium,F,8,5982,0
3714,F,Flight,3,1,192,2,low,M,6,4056,0
9641,C,Ship,4,3,231,3,medium,M,8,4991,0
9107,C,Ship,4,4,263,3,medium,F,8,5475,0
847,D,Ship,4,4,140,3,medium,M,11,1911,1
636,F,Ship,5,3,266,2,low,F,61,2118,1
5258,F,Ship,6,1,275,4,low,F,5,1228,0
8528,F,Ship,4,5,224,2,low,M,8,5871,0
4887,A,Ship,4,2,160,2,high,F,5,4343,0
7642,B,Ship,4,3,252,4,low,M,2,5226,0
10665,A,Road,5,2,262,5,medium,M,1,1483,0
9859,D,Road,6,3,166,5,medium,F,3,4596,1
4573,D,Ship,3,2,182,2,low,M,10,4391,1
5838,F,Ship,2,4,233,2,medium,F,6,4758,0
9092,F,Ship,4,3,251,5,medium,M,2,1482,0
9060,F,Ship,3,2,199,3,medium,F,10,5768,1
7075,D,Ship,4,4,213,3,low,F,1,4266,0
3802,B,Ship,5,2,189,3,low,F,1,5965,0
5153,C,Ship,3,1,134,3,medium,M,10,4200,0
4443,A,Ship,4,5,164,2,low,F,9,5453,0
10078,B,Ship,4,2,162,3,low,M,7,5614,0
8439,A,Ship,6,5,246,5,high,F,3,4660,1
2600,F,Flight,4,1,220,2,medium,M,38,2368,1
2902,B,Ship,4,1,216,4,low,M,4,2263,1
2926,B,Ship,3,1,161,3,low,F,57,1918,1
7803,A,Road,5,3,201,2,low,F,1,4548,1
166,B,Ship,3,3,166,4,medium,F,17,1498,1
8784,F,Flight,4,5,229,4,medium,F,6,4157,0
7912,B,Ship,3,3,239,3,medium,M,7,4942,0
6909,A,Ship,6,1,273,4,low,M,6,1561,0
1510,B,Flight,3,3,223,2,medium,M,30,3622,1
8888,F,Road,3,4,219,6,low,F,2,1837,0
6179,C,Flight,6,3,275,6,low,M,4,4875,0
6557,C,Road,5,3,265,5,medium,F,6,1929,0
7703,C,Ship,7,3,272,4,medium,M,2,1754,0
3971,C,Flight,4,1,174,3,low,F,8,5549,0
8474,F,Road,3,2,257,3,medium,M,2,5486,1
123,A,Road,4,2,160,3,low,M,64,1714,1
8665,D,Ship,3,3,202,4,low,F,9,4917,0
9567,A,Road,4,1,224,2,medium,M,2,4581,1
7040,F,Ship,3,3,182,3,low,F,5,5914,0
1166,F,Ship,3,4,148,5,medium,F,50,1540,1
9499,D,Ship,5,4,193,3,medium,M,3,4559,0
8087,C,Flight,4,4,174,3,low,M,8,4348,0
5354,F,Flight,4,3,167,3,medium,F,1,4621,1
9305,C,Road,3,5,182,3,high,M,5,4183,1
1589,C,Ship,5,4,185,4,medium,M,31,3565,1
8788,B,Ship,3,4,151,3,medium,F,3,4938,0
5098,B,Ship,5,4,202,5,low,F,6,5230,1
3176,F,Ship,2,3,134,3,low,M,6,4444,1
10289,C,Flight,4,5,260,3,low,M,10,4331,0
1307,C,Ship,4,3,252,2,medium,M,1,2336,1
4166,F,Ship,4,3,222,3,low,F,8,4861,0
3184,B,Ship,4,3,246,3,low,F,5,4710,0
6401,C,Ship,5,5,249,3,low,M,1,4274,0
10968,F,Flight,5,4,221,6,medium,M,5,1944,0
3936,F,Ship,3,1,139,2,medium,M,3,4226,0
9045,A,Flight,5,1,172,2,medium,F,3,4892,0
8816,F,Ship,4,4,268,3,low,F,9,4118,1
10986,F,Ship,5,1,229,5,low,F,10,1040,1
5933,C,Ship,3,2,170,3,low,M,9,4069,0
10051,D,Ship,4,2,166,5,low,M,8,4493,0
3571,D,Flight,3,4,183,2,low,M,5,4261,1
3294,F,Flight,5,2,257,4,medium,M,9,5088,0
252,F,Road,2,2,145,3,medium,F,5,6102,1
10580,F,Ship,5,2,176,4,low,M,10,5532,0
3687,A,Road,4,2,197,3,low,M,4,5800,0
3787,D,Ship,3,2,144,10,high,F,3,5000,0
10081,D,Ship,4,4,222,4,medium,M,6,4733,0
2149,D,Ship,6,5,152,3,medium,F,62,1325,1
4662,F,Flight,3,3,270,3,low,M,7,4152,0
3136,B,Road,6,5,141,3,medium,M,8,5031,0
2450,F,Road,4,5,225,4,low,M,48,2767,1
1137,A,Ship,5,5,198,5,medium,M,36,2803,1
3989,C,Flight,3,1,155,3,medium,F,6,5113,1
5335,D,Road,5,3,111,4,medium,F,8,4575,0
248,F,Road,2,4,160,3,low,F,50,1030,1
7120,B,Flight,3,4,200,4,medium,F,8,4944,0
2541,A,Ship,3,3,140,2,medium,F,30,1547,1
9917,C,Ship,6,2,298,4,low,M,2,1648,0
1662,F,Ship,3,2,150,3,medium,F,4,1910,1
4777,D,Road,4,5,169,10,medium,F,6,4385,0
5273,C,Ship,6,2,286,4,low,M,9,1418,0
10664,F,Road,5,4,262,6,low,M,3,1700,0
8613,A,Road,5,1,242,5,low,M,9,1767,0
16,B,Flight,4,3,227,3,low,F,45,2707,1
7279,D,Ship,3,1,204,4,medium,F,6,5926,1
219,A,Ship,3,4,148,3,low,M,37,1523,1
2745,A,Flight,6,4,249,5,medium,M,43,3078,1
9717,A,Road,4,3,167,2,medium,F,1,5409,1
5982,F,Ship,4,2,170,6,medium,M,10,4891,0
726,F,Ship,3,4,207,7,medium,F,46,2670,1
9024,F,Road,6,3,192,4,low,M,9,5239,1
6030,F,Flight,4,2,245,5,low,M,8,1122,1
10800,F,Road,4,3,245,6,medium,M,2,1727,1
37,D,Ship,3,5,137,4,high,F,62,1477,1
5747,C,Road,6,5,263,7,high,M,9,5991,1
2288,F,Ship,3,1,215,6,high,M,5,3432,1
9707,C,Road,6,3,310,4,low,F,2,1189,0
377,C,Ship,2,3,157,2,low,M,45,1965,1
8830,B,Ship,4,4,261,5,medium,F,2,1690,1
8715,A,Ship,3,5,222,4,medium,F,9,4247,0
3138,F,Road,4,3,161,3,high,M,7,4245,0
64,B,Ship,3,1,177,3,medium,M,61,1880,1
4029,A,Ship,4,1,261,3,medium,M,7,4314,1
8406,F,Ship,5,3,135,3,medium,F,5,4484,0
1255,D,Ship,3,1,203,4,medium,M,12,2779,1
1467,A,Ship,4,1,192,3,low,F,15,3460,1
2439,A,Ship,2,5,117,3,low,M,44,1192,1
861,A,Ship,5,3,144,6,medium,F,35,1009,1
430,B,Ship,5,1,205,2,medium,M,27,3569,1
3865,D,Ship,6,2,218,6,medium,M,1,4558,1
7646,F,Road,4,2,173,3,medium,M,6,4963,0
1383,A,Flight,6,2,225,6,low,M,44,2057,1
2478,F,Flight,5,2,209,4,medium,M,15,3330,1
10099,D,Ship,3,2,141,3,low,M,7,4682,0
3248,F,Ship,5,4,222,3,low,M,7,5340,0
2823,A,Ship,5,5,134,2,medium,M,64,1785,1
4372,B,Road,4,1,207,2,medium,M,4,4099,0
10371,A,Ship,4,1,259,3,low,M,9,5148,1
1672,B,Ship,3,2,192,3,low,F,19,3183,1
4734,F,Ship,3,5,265,3,medium,F,8,5980,0
10442,F,Ship,3,4,166,3,high,M,6,4247,0
3624,F,Ship,3,3,155,3,low,F,3,5768,0
7631,C,Ship,4,2,260,2,low,M,7,5684,0
9343,D,Ship,4,2,210,3,low,M,5,4746,0
4527,A,Flight,4,1,148,8,medium,M,5,4851,1
7383,A,Road,6,3,232,5,high,M,10,4576,1
5297,C,Ship,3,1,137,5,low,F,8,4980,1
5204,F,Flight,3,4,243,3,medium,F,8,4959,0
7349,C,Ship,4,2,187,2,medium,F,7,5524,1
7775,C,Ship,4,2,174,2,low,F,8,4295,0
7076,F,Ship,4,3,245,4,medium,M,8,5982,1
114,F,Road,3,2,263,3,low,M,41,2817,1
7094,F,Ship,3,3,266,7,low,M,2,5671,1
9522,F,Ship,5,3,234,6,medium,F,8,5003,0
5764,B,Flight,5,4,219,5,low,M,5,1867,0
1244,F,Flight,6,3,171,5,high,M,61,1947,1
1595,C,Ship,3,2,148,4,medium,F,38,1322,1
10943,C,Road,5,1,219,6,low,F,2,1650,1
3786,F,Ship,5,5,184,3,low,F,5,5045,0
7640,F,Ship,4,3,248,2,medium,F,10,5211,0
4628,F,Ship,5,3,249,2,low,F,9,4568,0
1964,F,Ship,3,3,181,2,high,M,65,3234,1
2973,A,Ship,3,4,228,2,medium,M,46,3306,1
3069,A,Ship,4,3,139,3,low,M,64,1814,1
7846,B,Ship,3,1,226,3,high,M,2,4831,1
6558,F,Road,6,2,246,4,medium,F,7,1297,1
4757,C,Ship,6,5,265,4,low,M,7,1404,1
8109,A,Ship,3,3,195,3,low,M,1,4224,0
5739,A,Road,3,3,245,2,low,F,4,4719,1
2697,A,Ship,4,2,191,2,high,M,65,3082,1
754,B,Ship,5,1,227,3,low,F,14,2589,1
9404,F,Ship,6,1,287,4,medium,M,5,1791,1
10384,B,Ship,3,4,257,3,medium,M,10,4670,1
1733,C,Ship,4,3,139,3,medium,F,47,1323,1
6185,C,Ship,5,5,266,5,low,F,9,4500,0
1341,A,Ship,4,2,183,4,low,M,15,3632,1
2013,A,Ship,3,4,195,3,medium,M,23,3499,1
7408,B,Flight,5,1,261,5,low,F,10,1713,0
6879,A,Ship,5,1,237,5,medium,F,2,1429,1
4006,B,Ship,3,3,163,2,high,F,10,5364,1
5719,D,Ship,4,3,236,3,low,M,4,4257,1
10509,A,Ship,4,2,222,2,medium,M,10,5115,1
3150,F,Flight,2,3,134,3,low,M,4,5958,0
7202,F,Ship,6,1,272,4,medium,M,10,1534,1
7037,C,Ship,4,2,223,3,medium,F,7,5977,0
7182,F,Ship,6,5,255,4,low,M,3,1624,1
9215,C,Ship,4,2,156,3,low,F,1,5361,0
5063,C,Road,6,2,140,2,high,M,1,4053,0
10346,F,Ship,3,2,224,3,medium,M,2,4015,0
2491,D,Ship,4,5,268,2,high,M,32,3675,1
8649,A,Ship,5,5,272,4,medium,M,10,1383,1
5963,C,Ship,5,2,259,5,low,M,8,1678,0
194,F,Ship,2,2,158,3,low,M,28,1968,1
8540,F,Ship,5,4,211,3,low,M,9,4908,0
8796,F,Ship,3,2,234,3,medium,M,5,4757,1
9008,F,Ship,3,5,245,4,low,M,8,5600,0
4691,C,Ship,3,1,245,3,medium,F,1,5325,0
6134,F,Ship,5,5,206,3,low,M,1,5520,0
6923,C,Ship,4,1,293,3,low,M,8,1326,1
10361,C,Ship,4,3,189,3,medium,F,9,4825,0
7074,F,Ship,4,3,195,4,medium,F,1,5004,0
3781,D,Ship,3,3,231,2,high,F,8,5021,0
6876,F,Ship,5,2,248,5,low,M,4,1284,1
1273,D,Ship,3,5,257,3,low,F,52,2170,1
8117,C,Ship,6,4,224,4,low,F,6,4493,0
7988,F,Ship,4,2,225,8,low,F,8,5623,0
1239,A,Flight,3,5,183,3,medium,F,44,3158,1
9108,F,Ship,5,2,196,3,medium,M,4,4868,1
10596,F,Ship,4,5,183,2,low,F,1,4741,0
435,A,Ship,4,1,216,3,low,F,43,2643,1
337,D,Ship,5,1,262,3,medium,F,58,3599,1
3567,A,Flight,4,5,222,3,low,F,5,5584,0
4288,B,Ship,2,3,147,3,low,F,5,5013,0
6050,F,Ship,4,1,239,5,low,F,1,1780,1
8088,F,Flight,4,1,164,3,high,F,1,5492,0
6235,D,Ship,4,4,133,4,high,F,7,5973,1
7381,D,Road,5,2,171,2,low,M,6,4236,0
9621,A,Ship,2,4,180,2,low,F,6,5579,0
2244,F,Ship,4,3,133,3,medium,F,50,1861,1
342,F,Ship,3,2,169,2,high,M,30,1698,1
5738,F,Road,5,1,248,2,low,F,6,5281,0
9306,F,Road,6,3,199,4,medium,F,1,5204,0
9904,B,Ship,3,3,202,4,medium,M,10,5137,1
5212,B,Flight,3,2,160,3,medium,M,3,5807,0
1634,F,Road,5,2,266,7,low,F,12,2056,1
186,F,Ship,3,2,209,3,medium,M,54,3001,1
10896,F,Ship,6,3,244,3,medium,M,4,5277,1
2271,A,Ship,4,2,251,3,low,F,10,3517,1
2841,A,Ship,4,4,149,2,medium,F,19,1665,1
116,F,Road,3,4,176,3,high,M,36,1779,1
1769,C,Road,4,3,147,2,high,F,52,1570,1
10073,C,Ship,3,4,198,3,low,F,3,5322,0
2287,D,Ship,5,4,234,2,high,F,61,3084,1
4340,F,Ship,3,2,216,3,low,F,10,4083,0
2718,F,Road,4,5,159,3,low,M,2,1048,1
9958,B,Ship,7,4,282,4,low,M,6,1800,0
885,A,Ship,2,2,161,2,medium,F,1,1642,1
2046,F,Road,3,3,273,4,low,M,12,2151,1
3517,D,Ship,3,4,232,3,medium,F,1,4228,1
912,F,Ship,2,5,163,3,medium,F,37,1079,1
5470,B,Road,7,1,296,4,low,F,10,1230,1
4314,F,Ship,3,4,170,7,low,M,7,4957,1
7792,B,Road,4,1,237,3,medium,F,8,5668,1
8931,A,Ship,6,3,273,5,low,M,8,1746,1
2992,B,Road,5,3,239,5,medium,F,19,2988,1
9877,D,Flight,6,1,173,3,medium,F,2,4892,0
8580,F,Ship,5,1,181,3,low,F,3,5118,0
2698,B,Ship,3,5,272,2,medium,M,31,2438,1
4082,F,Ship,3,2,229,7,high,M,3,5584,0
4300,B,Ship,3,3,214,3,medium,F,9,5856,0
5200,B,Road,5,4,249,3,high,F,2,4397,1
676,B,Road,4,4,227,3,medium,F,1,2761,1
909,A,Ship,4,1,235,4,low,M,22,2066,1
9833,C,Ship,6,5,217,4,low,F,2,4073,0
3060,F,Ship,5,5,195,2,low,F,6,3936,1
74,F,Ship,4,5,215,3,medium,F,21,3984,1
7590,F,Ship,4,4,172,4,medium,M,7,4834,0
7704,F,Ship,5,5,269,5,low,F,6,1630,0
628,B,Ship,4,2,190,5,high,F,38,3022,1
4053,A,Ship,3,5,172,10,high,F,1,4929,1
10718,F,Ship,4,3,225,5,low,F,10,1310,0
6193,D,Ship,3,4,236,3,medium,M,1,5851,0
154,B,Flight,3,3,183,2,low,M,53,3932,1
1973,C,Ship,4,5,243,2,low,M,19,2829,1
10398,F,Road,5,2,171,3,low,M,6,4656,1
10735,D,Ship,5,5,275,5,low,M,4,1646,0
4234,B,Road,4,5,259,3,medium,M,3,4741,1
10941,A,Road,4,1,192,4,low,M,3,1689,0
1979,C,Ship,3,4,268,2,high,F,39,2822,1
6859,D,Flight,3,1,237,3,medium,F,1,4476,1
3085,D,Ship,3,3,147,2,low,F,52,1040,1
7471,D,Ship,4,1,242,6,low,M,8,1419,1
4126,B,Flight,3,5,230,4,medium,F,2,5916,1
3871,D,Ship,3,2,211,3,high,M,7,4145,1
5146,B,Ship,5,4,97,6,high,M,7,5509,1
8465,C,Ship,4,3,241,2,medium,M,3,4636,1
2330,F,Flight,4,2,192,4,low,F,61,2256,1
8437,D,Ship,3,1,247,4,low,F,8,5376,1
8731,D,Ship,4,3,175,2,medium,M,3,4961,1
6317,C,Flight,7,3,310,4,medium,F,8,1497,0
5003,C,Ship,4,2,261,3,high,M,1,4931,0
3649,D,Ship,3,2,245,2,low,F,4,4514,1
4159,D,Ship,2,4,100,4,low,M,3,5398,0
5893,D,Flight,3,5,218,3,low,M,2,5841,0
4821,A,Ship,6,3,247,4,low,M,3,1616,1
7266,F,Flight,4,4,264,3,medium,F,9,5555,1
3990,F,Flight,3,4,212,3,low,F,8,5214,0
9542,F,Ship,3,4,171,3,low,M,10,4839,0
2739,A,Flight,5,4,226,3,low,F,46,3149,1
702,F,Flight,4,2,197,7,medium,M,43,3730,1
8570,F,Ship,3,5,191,4,low,M,2,5177,1
3243,A,Ship,4,4,173,3,high,F,9,5382,1
3515,C,Ship,2,4,189,3,low,M,3,5897,1
1021,D,Ship,3,4,166,3,medium,M,43,1095,1
456,F,Ship,4,1,149,3,medium,M,54,1178,1
5316,F,Ship,3,1,219,3,medium,M,6,4893,1
6093,A,Ship,5,1,279,4,medium,F,3,4607,0
2154,F,Ship,4,5,133,2,medium,M,39,1106,1
9954,F,Ship,4,4,243,5,medium,M,2,1842,0
8284,B,Ship,2,5,142,3,high,M,10,5174,0
6926,F,Ship,6,4,247,4,medium,M,3,1946,0
257,C,Road,2,2,127,3,low,M,13,1128,1
6792,F,Ship,4,2,142,2,low,M,6,5326,0
5941,D,Ship,4,5,212,2,medium,M,10,4552,0
3692,F,Road,3,5,272,2,low,M,3,5638,1
8131,D,Ship,5,4,176,3,medium,M,10,5456,0
8135,C,Ship,4,5,226,2,low,M,1,4532,0
2673,A,Ship,4,1,251,4,medium,F,33,2906,1
10040,F,Ship,5,3,229,2,medium,F,1,5294,1
10929,A,Ship,3,5,278,4,medium,F,8,1785,0
6791,C,Ship,4,4,201,10,low,M,3,4202,0
7206,F,Ship,6,5,254,4,low,F,2,1824,0
9046,B,Flight,4,2,199,3,low,M,4,4070,0
6121,D,Ship,4,2,142,3,medium,F,3,4644,0
2048,F,Road,2,4,239,5,low,F,59,2181,1
5002,B,Ship,4,5,194,8,medium,F,9,4843,1
9652,B,Ship,2,4,180,2,low,F,5,4010,1
463,D,Ship,3,4,244,8,low,M,1,2703,1
331,D,Ship,3,4,197,3,medium,F,56,3427,1
6362,F,Ship,4,2,231,5,low,M,7,4718,0
802,B,Road,3,4,261,2,medium,F,1,3398,1
401,C,Road,4,3,134,3,low,M,51,1965,1
8487,A,Road,4,4,206,3,low,M,2,5572,1
3679,D,Road,3,3,158,3,low,F,2,5205,1
8777,C,Flight,3,1,101,3,medium,M,7,4275,1
8052,F,Ship,6,4,299,4,low,M,9,1527,0
7130,F,Flight,2,4,264,3,medium,F,6,4025,1
1096,B,Flight,4,2,199,3,low,M,23,2994,1
4233,A,Road,3,1,232,2,medium,M,10,4719,0
1744,B,Ship,6,2,143,5,low,M,17,1955,1
7937,C,Road,4,3,153,4,low,M,4,5161,0
3301,D,Flight,3,1,230,3,medium,F,6,4392,0
6789,A,Ship,3,4,250,6,medium,M,1,4543,1
6299,C,Flight,6,5,253,4,medium,M,1,1977,0
2176,B,Road,3,5,230,3,low,F,49,3477,1
4356,F,Ship,5,1,277,4,low,M,2,5496,0
9753,A,Ship,2,3,258,2,low,M,4,5052,1
2196,F,Flight,3,5,169,3,medium,M,13,1934,1
863,C,Ship,5,4,269,2,medium,M,38,2770,1
7070,F,Ship,4,3,143,2,medium,M,1,4402,1
336,F,Ship,3,1,194,4,low,M,64,2026,1
2129,C,Ship,4,1,238,4,low,F,22,3950,1
563,C,Flight,3,2,137,2,medium,M,17,1673,1
1699,D,Ship,4,4,204,2,low,M,29,2941,1
6314,F,Flight,4,4,256,5,low,M,9,1622,1
10807,D,Road,5,3,242,5,low,M,3,1276,1
6940,B,Ship,4,2,224,3,low,M,1,5821,0
4034,F,Ship,3,5,169,3,low,F,6,5397,0
419,C,Flight,5,2,178,3,low,M,48,1517,1
2139,A,Ship,2,3,140,2,medium,M,20,1832,1
5566,B,Ship,4,1,173,2,medium,F,8,4893,0
3798,F,Ship,4,2,182,3,medium,M,7,4710,1
8978,F,Ship,4,4,101,5,low,F,8,4192,0
8511,A,Flight,3,1,166,2,low,F,7,4375,0
7581,A,Ship,4,4,149,3,medium,M,6,5508,0
9400,B,Ship,5,4,226,6,low,M,1,1327,0
1640,F,Flight,3,1,233,3,medium,M,1,2744,1
5997,A,Ship,6,5,249,4,medium,M,3,1710,1
2381,C,Ship,4,1,228,3,low,F,53,2021,1
8903,C,Flight,6,3,269,4,low,F,4,1948,1
3694,B,Road,5,5,168,3,low,M,6,4096,0
2383,D,Ship,3,5,244,3,low,F,8,3154,1
7310,F,Ship,4,2,268,2,medium,F,8,4219,0
2953,D,Ship,3,3,162,3,low,M,3,1693,1
6288,F,Road,5,2,254,5,medium,M,6,1002,0
2482,B,Flight,3,3,142,3,medium,M,23,1897,1
1079,C,Road,3,5,272,3,medium,M,48,3780,1
2401,D,Ship,2,5,171,3,medium,F,13,1101,1
5684,F,Ship,4,1,183,3,medium,F,4,4789,0
10927,D,Ship,5,3,219,5,low,F,6,1553,0
8357,C,Flight,5,4,245,5,medium,F,4,1771,1
8921,C,Flight,6,2,271,4,medium,M,3,1636,0
10393,D,Road,4,2,156,3,medium,M,1,4097,1
3487,D,Ship,3,4,201,3,low,F,6,5722,1
9795,A,Ship,5,1,226,2,medium,M,6,5395,0
6674,F,Ship,4,2,232,3,medium,F,7,5737,1
131,C,Road,3,5,179,2,low,F,17,1364,1
3153,A,Flight,4,2,237,6,low,F,8,5695,0
259,D,Road,2,3,158,3,low,F,13,1245,1
7444,B,Ship,4,2,139,8,medium,F,2,5012,1
3752,F,Ship,3,2,195,2,medium,M,8,4365,0
3312,F,Ship,4,2,206,2,medium,M,4,5159,0
2876,F,Flight,5,3,202,6,low,F,34,2936,1
6321,A,Ship,5,5,228,3,medium,F,8,4731,1
2140,B,Ship,6,3,272,3,low,F,39,2518,1
2711,C,Ship,3,1,181,3,medium,M,29,2981,1
8684,F,Ship,6,3,267,4,medium,M,2,5917,1
3006,F,Road,5,2,159,3,medium,F,63,1675,1
1721,C,Ship,2,1,177,4,low,M,63,1058,1
10579,D,Ship,4,4,160,3,low,M,1,4770,0
7860,F,Ship,5,2,189,2,medium,M,2,4636,1
4541,C,Ship,3,2,255,7,low,F,3,5936,0
4846,B,Ship,3,3,238,2,medium,M,2,5512,0
8594,F,Ship,3,3,188,4,medium,M,1,4296,1
7256,F,Road,4,1,152,2,high,M,2,5396,0
7432,B,Ship,3,2,166,2,medium,M,6,4765,0
1893,A,Road,5,1,247,10,medium,F,57,2377,1
